,label,text
1317,1,win newest ûïharry potter order phoenix book 5 reply harry answer 5 questions chance first among readers
1318,0,ok
1319,0,correct work today
1320,0,sent scream moan bed princess
1321,0,wake long ago already dunno thing
1322,0,oh getting even u u
1323,0,thk 50 shd ok said plus minus 10 ì leave line paragraphs
1324,0,call plz number shows coveragd area urgnt call vasai amp reach 4o clock call plz
1325,0,yeah jays sort fucking retard
1326,0,sorry bathroom sup
1327,1,ur balance å£500 ur next question sang uptown girl 80s 2 answer txt ur answer 83600 good luck
1328,0,exam february 4 wish great day
1329,0,dont know come ask questions like dont mistake
1330,0,aight rush ill ask jay
1331,0,good morning plz call sir
1332,0,ok lar u sleep early nite
1333,0,oh icic k lor den meet day
1334,0,oh half hour much longer syria canada eh wow must get much work done day us extra time grins
1335,0,sometimes put walls around heartsnot safe getting hurt find cares enough break walls amp get closer goodnoon
1336,0,sweet may may go 4u meet carlos gauge pattys interest
1337,0,buying today ìï need c meh
1338,0,aight sorry take ten years shower whats plan
1339,0,every mondaynxt week vl completing
1340,0,might ax well im
1341,0,chill another 6hrs could sleep pain surgical emergency see unfolds okay
1342,0,yeah ill try scrounge something
1343,0,crazy ar hes married ìï like gd looking guys frens like say hes korean leonas fave dun thk aft thinking mayb prob ill go
1344,0,somewhere fredericksburg
1345,0,que pases un buen tiempo something like
1346,0,ok stay night xavier sleeping bag im getting tired
1347,0,doesnt need test
1348,0,nothing much chillin home super bowl plan
1349,1,free2day sexy st georges day pic jordantxt pic 89080 dont miss every wk saucy celeb4 pics c pocketbabecouk 0870241182716 å£3wk
1350,0,bugis oso near wat
1351,0,yo theres class tmrw right
1352,0,let ur heart ur compass ur mind ur map ur soul ur guide u never loose worldgnun sent via way2smscom
1353,0,goodnight sleep well da please take care pa please
1354,0,baaaaabe misss youuuuu go teach class 5
1355,0,convey regards
1356,0,u ned convince tht possible witot hurting feeling main
1357,0,good afternoon loverboy goes day luck come way think sweetie send love across sea make smile happy
1358,0,start sending blackberry torch nigeria find buyer melike 4a month tell dad buy bb anyone oh
1359,0,ltgt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt mins whn u read
1360,0,yo dude guess got arrested day
1361,0,shuhui say change 2 suntec steamboat u noe r u
1362,0,dance river
1363,0,yetunde im sorry moji seem busy able go shopping please find way get wanted us get please forgive reply free via yahoo messenger
1364,0,hey really pretty late want go lesson first join im reaching tp mrt
1365,1,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k
1366,0,bbq sat mine 6ish ur welcome 2 come
1367,0,dont know thing thats wrong everyso often panicks starts goin bout bein good enough û
1368,0,alright im outhave good night
1369,0,try making another butt
1370,0,hope feeling great pls fill abiola
1371,0,though shd go n fun bar town something ûò sound ok
1372,0,1 go write msg 2 put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting
1373,1,bears pic nick tom pete dick fact types try gay chat photo upload call 08718730666 10pmin 2 stop texts call 08712460324
1374,1,500 new mobiles 2004 must go txt nokia 89545 collect todayfrom å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
1375,0,finally ready fyi
1376,0,auntie huai juan never pick phone
1377,1,double mins double txt 12 price linerental latest orange bluetooth mobiles call mobileupd8 latest offers 08000839402 call2optoutlf56
1378,0,ya tel wats ur problem
1379,1,1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friends 150ptone 16 reply hl 4info
1380,0,dnt wnt tlk wid u
1381,0,spend days waiting ideal path appear front us forget paths made walking waiting goodnight
1382,0,ok arm feeling weak cuz got shot go another time
1383,0,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle
1384,0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone 4get name person
1385,0,thats ok popped ask bout something said youd around tonght wen girl comes
1386,0,e best 4 ur exam later
1387,0,hope ur head doesnt hurt 2 much ploughing way pile ironing staying chinky tonight come round like
1388,0,oh ki think wi nz players unsold
1389,0,haha got fast lose weight thk muz go 4 month den got effect geelater go aust put bk e weight
1390,0,wonder got online love gone net cafe get phone recharged friends net think boytoy
1391,0,haha kidding papa needs drugs
1392,0,thk shld b ya wana go 4 lessons haha go one whole stretch
1393,0,oh ok
1394,0,r still meeting 4 dinner tonight
1395,0,thats cool gentleman treat dignity respect
1396,0,shall start hear
1397,0,wait 4 u lor need 2 feel bad lar
1398,0,check got detailed message
1399,0,registered sinco payee log icicibankcom enter urn ltgt confirm beware frauds share disclose urn anyone
1400,0,decided people care stuff vote caring stuff losers
1401,0,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u
1402,0,registered sinco payee log icicibankcom enter urn ltgt confirm beware frauds share disclose urn anyone
1403,0,cool fun practicing making babies
1404,0,actually getting ready leave house
1405,0,kkany special today
1406,1,urgent important information o2 user today lucky day 2 find log onto httpwwwurawinnercom fantastic surprise awaiting
1407,0,gotta
1408,0,ive got ten bucks jay noncomittal
1409,0,hungry
1410,0,pls speak customer machan
1411,0,somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams
1412,0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
1413,1,dear uve invited xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yrs
1414,0,wats ur opinion abt abt character
1415,0,jay snickering tells x totally fucking chords speak
1416,0,nofew hours beforewent hair cut
1417,0,wonder cos dun rem seeing silver car thk saw black one
1418,0,lmao take pic send
1419,0,speak feel words better silence gud mrng
1420,0,shes currently scotland
1421,0,work week
1422,1,congratulations ur awarded either å£500 cd gift vouchers free entry 2 å£100 weekly draw txt music 87066 tncs wwwldewcom 1 win150ppmx3age16
1423,0,lol great im getting hungry
1424,0,yes saw message
1425,0,ill mu like ltgt seconds
1426,0,ok
1427,0,thing r good thanx got exams march ive done revision fran still boyf ive gotta interviw 4 exeter bit worriedx
1428,0,tell make little spreadsheet track whose idea smoke determine smokes much entire month february
1429,1,sale arsenal dartboard good condition doubles trebles
1430,0,dont look back building coat dont want get sick hurry home wear coat gym
1431,0,painful personal thought always try keep everybody happy time nobody recognises alone
1432,0,thanks lovely wisheds rock
1433,0,intrepid duo great time see soon
1434,0,asked sen come chennai search job
1435,0,dad went oredi
1436,0,jus hope true missin cos im really missin havent done anything feel guilty yet
1437,0,wat late still early mah juz go 4 dinner lor aiya dunno
1438,0,arms fine hows cardiff uni
1439,0,fact leave think addie goes back school tues wed
1440,0,cool breeze bright sun fresh flower twittering birds waiting wish u goodmorning amp nice day
1441,0,yagoing restaurant
1442,0,ok askd u knw tht
1443,1,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod å£250 cash every wk txt pod 84128 tscs wwwtextpodnet custcare 08712405020
1444,0,ducking chinchillas
1445,0,marriage function
1446,0,looks like u wil b getting headstart im leaving bout 230ish u r desperate company could head earlierwe goin meet rummer
1447,0,donû÷t give flying monkeys wot think certainly donû÷t mind friend mine
1448,1,registered optin subscriber ur draw 4 å£100 gift voucher entered receipt correct ans 80062 whats no1 bbc charts
1449,0,say thanks2
1450,0,msg rajini comes
1451,0,ya ì taking ure practical lessons start june
1452,0,thats good need drugs
1453,0,stupidits possible
1454,0,ì decide faster cos sis going home liao
1455,1,summers finally fancy chat flirt sexy singles yr area get matched reply summer free 2 join optout txt stop help08714742804
1456,0,u sleeping going take haha got spys wat online checking n replying mails lor
1457,1,claire havin borin time alone u wanna cum 2nite chat 09099725823 hope 2 c u luv claire xx callså£1minmoremobsemspobox45po139wa
1458,0,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
1459,1,bought one ringtone getting texts costing 3 pound offering tones etc
1460,0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf nt yet ovr chikkuali vargu lyfu meow meowd
1461,0,kinda first one gets twelve aah speak tomo
1462,1,09066362231 urgent mobile 07xxxxxxxxx å£2000 bonus caller prize 020603 2nd attempt reach call 09066362231 asap
1463,0,ok good later come find ì c lucky told ì go earlier later pple take finish ì
1464,0,wat makes u thk ill fall actually thk im quite prone 2 falls lucky dad home ask come n fetch already
1465,1,07801543489 guaranteed latests nokia phone 40gb ipod mp3 player å£500 prize txt wordcollect no83355 tcllc nyusa 150pmt msgrcvd18
1466,0,account refilled successfully inr ltdecimalgt keralacircle prepaid account balance rs ltdecimalgt transaction id kr ltgt
1467,0,wont touch permission
1468,1,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg 2day 09099726395 lucy x callså£1minmobsmorelkpobox177hp51fl
1469,0,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear
1470,0,take small dose tablet fever
1471,0,oh u must taken real valentine shopping first
1472,0,sent email ûò address incomm right
1473,0,gonna blakes night might able get little early
1474,0,friendship game play word say doesnt start march ends may tomorrow yesterday today e
1475,0,nice waitshould texting right im gonna pay ticket ya know
1476,0,im watching lotr w sis dis aft u wan 2 meet 4 dinner nite
1477,0,keeping away like
1478,0,think far find check google maps place dorm
1479,0,trip ok quite tiring lor uni starts today ok 4 cos im taking modules jus concentrating final yr project
1480,0,always saying welp
1481,0,im guy browsin compulsory
1482,0,ok
1483,0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu
1484,0,sorry ill call later
1485,0,add dont really care cant least get dude fuck hey money want
1486,0,hello lover goes new job happy think wake slave send teasing kiss across sea
1487,0,told number gautham
1488,0,tell need investigate anywhere
1489,0,ok juz receive
1490,0,cant believe said many things morning really wanted say good morning love beautiful morning see library later
1491,1,account credited 500 free text messages activate txt word credit 80488 tcs www80488biz
1492,0,end might still vomit okay everything come
1493,0,moneyas youmoney aint thinghow sha
1494,0,everything weather keep extra warm cold nothing serious pls lots vitamin c
1495,0,hey gals anyone u going e driving centre tmr
1496,0,im always yahoo messenger send message ill get may send mobile mode sha ill get reply
1497,0,im putting ready lttimegt
1498,0,time n smile r two crucial things life sometimes time makes us forget smile sometimes someones smile makes us forget time gud noon
1499,1,sms ac jsco energy high u may know 2channel 2day ur leadership skills r strong psychic reply ans wquestion end reply end jsco
1500,0,hostbased idps linux systems
1501,1,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
1502,0,dawhats plan
1503,0,ill ltgt ok
1504,0,oh god im almost home
1505,0,total video converter free download type google search
1506,1,thanks vote sing along stars karaoke mobile free link reply sing
1507,0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
1508,0,sounds like something someone testing would sayy
1509,0,u love someone dont make love u much u love much dont want loved anyone except gud nit
1510,0,peteis phone still jenny college leannewhat
1511,0,oops sorry check dont mind picking tomo half eight station would ok
1512,0,hey sweet wondering moment might come want send file someone wont go yahoo connection sucks remember set page go download format disc could tell know way download big files download stuff directly internet help would great prey teasing kiss
1513,0,hows champ leaving glasgow
1514,0,kall bestcongrats
1515,0,wonder youll get text
1516,0,need come home give good lovin
1517,1,brand new mobile music service live free music player arrive shortly install phone browse content top artists
1518,0,shall ask one thing dont mistake
1519,0,check wid corect speling ie sarcasm
1520,1,urgent mobile awarded å£2000 bonus caller prize 10803 2nd attempt contact call 08714719523 box95qu bt national rate
1521,0,angry happen dear
1522,0,thk u dun haf 2 hint e forum already lor cos told ron n darren going 2 tell shuhui
1523,0,yup ok thanx
1524,0,hicts employee
1525,0,pls pls find aunt nike
1526,0,wow love sooo much know barely stand wonder day goes well love think miss
1527,0,screaming means shouting
1528,0,hey happen de alright
1529,0,picked receipt something earlier
1530,0,think chennai well settled
1531,0,oh dang didnt mean send lol
1532,0,unfortunately ive found pick sister airport evening dont think ill going try go one th
1533,0,horrible bf v hungry
1534,0,remember day
1535,1,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
1536,0,hows feel mr real valentine yo valentine even tho u hardly play
1537,0,sounds good fingers makes difficult type
1538,0,midnight earliest
1539,0,youre sure im trying make xavier smoke dont want smoke told smoke much
1540,0,k come nordstrom youre done
1541,0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams
1542,0,press conference da
1543,1,hello orange 1 months free access games news sport plus 10 free texts 20 photo messages reply yes terms apply wwworangecoukow
1544,0,completed degree use joining finance
1545,0,good afternoon love job prospects missing lazy bleak hmmm happy filled love
1546,0,shant disturb u anymore jia
1547,0,bishan lar nearer need buy early cos buy gotta park car
1548,0,dont know oh
1549,0,dude sux snake got old raiden got buff
1550,0,says hi get ass back south tampa preferably kegger
1551,0,e msg jus u said thanks gift
1552,0,u
1553,0,ok dear call chechi
1554,0,yeah totes u wanna
1555,0,ok found dis pierre cardin one looks normal costs 20 sale
1556,0,good sleep rhythm person establish rhythm body learn use want know
1557,0,wat r u
1558,0,message truro hospital ext phone phone side
1559,0,single line big meaning miss anything 4 ur best life
1560,0,got gas money chance gang want go grand nature adventure
1561,0,dnt worryuse ice pieces cloth packalso take 2 tablets
1562,0,dude saw parked car sunroof popped sux
1563,0,get ready put excellent sub face
1564,0,tmrw im finishing 9 doors
1565,0,ltgt g saw days ago guy wants sell wifi ltgt 3g ltgt thats blanked
1566,0,late
1567,0,whatever im pretty pissed
1568,0,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
1569,0,dont much image class
1570,0,noi got rumour going buy apartment chennai
1571,0,near kalainar tv officethenampet
1572,1,ur cashbalance currently 500 pounds maximize ur cashin send go 86688 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl
1573,1,sms auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hgsuite3422lands roww1j6hl
1574,0,sis catching e show e afternoon im watching w c u wan 2 watch today tmr lor
1575,0,sounds gd haha wah u yan jiu fast liao
1576,0,nosy guess idk reacting im freaked
1577,0,remember hurt days satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get
1578,0,make girl happy difficult make girls happy u need 1 friend 2 companion 3 lover 4 chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam
1579,0,princess bet brothas chasing
1580,0,shall book chez jules half eight thats ok
1581,0,hhahhaahahah rofl wtf nig leonardo room something
1582,0,yep dereks house see sunday lt3
1583,0,cool let know kicks around ltgt ill day
1584,0,sorry ill call later
1585,0,wondering would okay call uncle john let know things nigeria r ltgt dollars 2years sent know strain plan pay back every dime gives every dime expect anything practical something like
1586,0,charges transfer charges withdraw anyhow like
1587,0,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
1588,0,4 lets go bill millers
1589,0,love set soul fire spark flame big rawring flame xoxo
1590,0,somewhr someone surely made 4 u god decided perfect time make u meet dat person till den enjoy ur crushes
1591,0,thats honeymoon outfit
1592,0,help propose going back tomorrow
1593,1,private 2003 account statement shows 800 unredeemed points call 08719899230 identifier code 41685 expires 071104
1594,0,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning
1595,0,pls confirm time collect cheque
1596,1,registered subscriber yr draw 4 å£100 gift voucher b entered receipt correct ans next olympics txt ans 80062
1597,1,urgent mobile number awarded å£2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
1598,0,daddy take good care
1599,0,yeah probably still gotta check leo
1600,0,kthen special
1601,0,carlos taking sweet time usual let know patty donewant smoke ill tell haul ass
1602,0,ok pa nothing problem
1603,0,heard job im going wildlife talk tonight u want2come that2worzels wizzle whatever
1604,0,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaidthis friend 4u
1605,0,came hostel
1606,0,ok prob ill come lunch
1607,0,jus telling u dat ill b leaving 4 shanghai 21st instead well haf time 2 meet cya
1608,0,freezing home yet remember kiss mom morning love think missing yet
1609,0,ready big day tomorrow
1610,0,ill probably around mu lot
1611,0,645
1612,1,rtking pro video club need help inforingtonekingcouk call 08701237397 must 16 club credits redeemable wwwringtonekingcouk enjoy
1613,0,thnx dude u guys 2nite
1614,0,sef dey laugh meanwhile hows darling anjie
1615,0,mm food da
1616,0,k makes sense btw carlos difficult guys gonna smoke go pick second batch get gas
1617,0,u download fring app
1618,0,2 oz guy kinda flaky one friend interested picking ltgt worth tonight possible
1619,0,friends u stay fb chat
1620,0,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
1621,0,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte
1622,1,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094599
1623,0,ah well confuses things doesnû÷t
1624,1,500 free text msgs text ok 80488 well credit account
1625,0,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
1626,0,dear ok
1627,1,selected stay 1 250 top british hotels nothing holiday worth å£350 claim call london 02072069400 bx 526 sw73ss
1628,0,yes princess want make happy
1629,0,sounds like many talents would like go dinner date next week
1630,0,going film 2day da 6pm sorry da
1631,0,watching movie already xy wants 2 shop im shopping w
1632,0,hello little party animal thought id buzz friends grins reminding loved send naughty adoring kiss
1633,0,yesterday going home
1634,1,eerie nokia tones 4u rply tone title 8007 eg tone dracula 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
1635,0,come life brought sun shiny warming heart putting constant smile face making feel loved cared
1636,0,shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck
1637,1,0anetworks allow companies bill sms responsible suppliers
1638,0,great comedycant stop laughing da
1639,1,freemsgfeelin kinda lnly hope u like 2 keep company jst got cam moby wanna c pictxt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
1640,0,alright set text man
1641,0,hi theyre keen go kind feel shouldnt go tomo dont mind
1642,0,sleeping nt feeling well
1643,0,u switch fone dammit
1644,0,india take lead
1645,0,ill post l8r class
1646,0,thts wat wright brother fly
1647,0,evening v good somewhat event laden fill dont worry û head ok throat wrecked see six
1648,0,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friends goodevening dear
1649,0,laptop take
1650,0,dont file bagi work called mei tell find anything room
1651,0,wan early lei outside wun b home early neva mind
1652,1,ur chance win å£250 cash every wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
1653,0,bugis juz wat im walking home oredi ìï late reply oso saw top dat like din buy r ì
1654,0,wishing family merry x mas happy new year advance
1655,0,7 go ok na
1656,0,yes posted couple pics fb theres still snow outside im waking
1657,0,sif one good partnership going take lead
1658,1,rgent 2nd attempt contact uu å£1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary maxå£7 50
1659,0,yeah wheres class
1660,0,send bec temple na
1661,0,arent coming home class right need work shower
1662,1,hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time 09099726429 janinexx callså£1minmobsmorelkpobox177hp51fl
1663,0,mostly like
1664,0,ìï v fan
1665,0,dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor
1666,0,guess spent last night phasing fourth dimension
1667,0,dad gonna call gets work ask crazy questions
1668,0,yesbut said
1669,0,hurting n meaningful lines ever compromised everything love
1670,0,lmaonice 1
1671,0,glad see reply
1672,1,urgent trying contact u todays draw shows å£800 prize guaranteed call 09050001295 land line claim a21 valid 12hrs
1673,1,monthly password wap mobsicom 391784 use wap phone pc
1674,0,nah dub je still buff
1675,0,painful words thought happy toughest thing earth
1676,0,yeah thats fine å£6 get ok
1677,0,lol u come ideas
1678,0,many people seems special first sight remain special till last sight maintain till life ends shjas
1679,0,today song dedicated day song u dedicate send ur valuable frnds first rply
1680,0,okay wait ah
1681,0,lei
1682,0,hi babe u r likely bed im sorry tonight really wanna see u tomorrow call 9 love xxx
1683,0,already squatting new way walking
1684,0,want bold 2 bb torch
1685,0,cramps stopped going back sleep
1686,1,todays vodafone numbers ending 0089my last four digits selected received å£350 award number matches please call 09063442151 claim å£350 award
1687,1,free top ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 per weekstop sms08718727870
1688,0,nan sonathaya soladha boss
1689,0,bring tat cd forget
1690,1,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 å£150 sptyrone
1691,0,dont know im raping dudes poker
1692,0,weightloss girl friends make loads money ebay something give thanks god
1693,0,gr8 see message r u leaving congrats dear school wat r ur plans
1694,0,ìï eatin later im eatin wif frens lei ìï going home first
1695,0,finish already yar keep saying mushy embarrassed ok
1696,0,sorry man stash ran dry last night cant pick sunday
1697,0,hai priya right doctor said pa
1698,1,free msg sorry service ordered 81303 could delivered sufficient credit please top receive service
1699,0,ok
1700,0,please ask mummy call father
1701,0,come room cannot come house cos house still messy haha
1702,0,lost 10 kilos today
1703,0,taste fish curry p
1704,0,might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp dont worry
1705,0,yun ahnow ì wkg wherebtw ì go nus sc ìï wana specialise wad
1706,0,yes one woman man please tell likes dislikes bed
1707,0,test earlier appreciate call tomorrow
1708,0,hows loverboy keeps coming queen hmmm doesnt ache speak miss desparately
1709,0,u meet fren dun wan meet ah muz b guy rite
1710,0,promises though havent even gotten dinner yet
1711,0,got back dislikes bed
1712,0,turns stereo love mi phone unknown album
1713,1,hard live 121 chat 60pmin choose girl connect live call 09094646899 cheap chat uks biggest live service vu bcm1896wc1n3xx
1714,0,yeah dont see
1715,0,asking u knw nt may ur frnds classmates
1716,0,sorry earlier putting firesare around talk 9 actually life lol
1717,1,wow boys r back take 2007 uk tour win vip tickets prebook vip club txt club 81303 trackmarque ltd infovipclub4u
1718,0,missionary hook doggy hook standing
1719,0,u better go sleep dun disturb u liao u wake msg lor
1720,0,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
1721,0,watching house ûò entertaining ûò getting whole hugh laurie thing ûò even stick ûò indeed especially stick
1722,0,thought praps meant another one goodo ill look tomorrow
1723,0,hi jon pete ive bin 2 spain recently hav sum dinero left bill said u ur åôrents mayb interested hav 12000pes around å£48 tb james
1724,0,bold 2 ltgt
1725,0,know shall speak ltgt minutes
1726,0,alrite hunnywot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroomlove jen xxx
1727,0,went project centre
1728,0,per request maangalyam alaipayuthe set callertune callers press 9 copy friends callertune
1729,0,lol yeah point guess
1730,0,project w frens lor
1731,0,lol well quality aint bad aint complaining
1732,0,k happen tonight
1733,1,hi mandy sullivan calling hotmix fmyou chosen receive å£500000 easter prize drawplease telephone 09041940223 claim 290305 prize transferred someone else
1734,0,think going finns come
1735,0,tired special
1736,0,come tomorrow di
1737,0,cant pick phone right pls send message
1738,0,k go sleep well take rest
1739,0,u guys never invite anywhere
1740,1,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise ofå£2000 cash 18only opt txt x 07786200117
1741,0,want please inside outside bedroom
1742,0,ey calm downon theacusations itxt u cos iwana know wotu r doin thewend haventcn u agesring ur up4 nething satlove j xxx
1743,0,love wine dine lady
1744,1,someone conacted dating service entered phone fancy youto find call landline 09111030116 pobox12n146tf15
1745,0,iåõm cool ta luv vtired 2 cause doin loads planning wk got social services inspection nursery take care spk sn x
1746,0,know account detailsi ask mom send youmy mom reach
1747,0,think u wrong number
1748,0,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
1749,0,b late love mum
1750,0,got itmail panren paru
1751,0,thinking chuckin ur red green n black trainners 2 save carryin bac train
1752,0,give one miss number please
1753,0,jus came back fr lunch wif sis u leh
1754,0,schedule next week town weekend
1755,0,really gooddhanush rocks
1756,0,lmao ok wont needing u hair anymore
1757,0,miss ya need ya want ya love ya
1758,0,sorry im free
1759,0,u ever get song stuck head reason wont go away til u listen like 5 times
1760,0,nt yet chikkusimple habbahw abt u
1761,0,got ur mail dileepthank muchand look forward lots supportvery less contacts hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear
1762,0,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl
1763,0,joys father john john name joys father mandan
1764,1,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile å£10 txtauctiontxt wordstart no81151 get now4t
1765,0,hi yijue regarding 3230 textbook intro algorithms second edition im selling 50
1766,1,sms auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
1767,0,k want us come
1768,0,little difficult simple way enter place
1769,0,ha us e thing got tv 2 watch u thk 2 go tonight u already haf smth mind
1770,0,dont show far put new pictures facebook
1771,0,watching tv got new job
1772,0,good afternoon sexy buns goes job search wake first thought always love wish fine happy know adore
1773,0,im coming whatever want
1774,0,ok chikku 1 favourite song
1775,0,u see posted facebook
1776,1,call freephone 0800 542 0578
1777,1,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2coukgames 4 terms settings purchase
1778,0,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear
1779,1,loan purpose å£500 å£75000 homeowners tenants welcome previously refused still help call free 0800 1956669 text back help
1780,1,big brother alert computer selected u 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobiles vary
1781,0,oh well c u later
1782,0,uncles atlanta wish guys great semester
1783,0,dear free messages without recharge hi hi hi
1784,0,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
1785,0,dun believe u thk u told
1786,0,know god created gap fingers one made comes amp fills gaps holding hand love
1787,0,yessura sun tvlol
1788,0,arun u transfr amt
1789,0,takin shower yeah ill leave im done
1790,0,working eyes philosophy text u later bit free chat
1791,0,u havenåõt lost ill always b 4ui didnåõt intend 2 hurt u never knew u felt iwasmarinethatåõs itried2tell urmomi careabout u
1792,1,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit wwwwin82050couk
1793,0,bad girl still remember
1794,0,much gave morning
1795,0,hope alright babe worry might felt bit desparate learned job fake waiting come back love
1796,0,hey tell blakes address carlos wanted meet got lost hes answering phone
1797,0,get opinion something first
1798,0,one week leave put know time
1799,0,hit move
1800,0,excellent spent ltgt years air force iraq afghanistan stable honest like traveling
1801,0,wanna watch movie
1802,0,ok lor thanx ìï school
1803,0,im class get text
1804,0,bus leaves ltgt
1805,0,god blessget good sleep deari pray
1806,1,todays voda numbers ending 1225 selected receive å£50award match please call 08712300220 quoting claim code 3100 standard rates app
1807,0,nice day today love dearly
1808,0,aiyo bit pai seh ì noe scared dun rem die hee become better lookin oredi leh
1809,0,aight ill ask roommates
1810,0,whats house beer
1811,0,ì wan 2 meet n combine parts hows da rest da project going
1812,0,getting tickets 4 walsall tue 6 th march mate getting sat ill pay treat want 2 go txt bak terry
1813,0,yes chatting
1814,0,hi jess dont know work call u im home eve xxx
1815,0,sian aft meeting supervisor got work 2 liao u working
1816,0,going write ccna exam week
1817,0,well watch shrek 3db
1818,0,much dirty fellow
1819,0,dunno dats wat told ok lor
1820,0,ill probably tomorrow even later tonight somethings going
1821,0,couldnt say dying man feel sad go wanted know would probably gone late night
1822,0,youre thinking lifting one
1823,0,u dun wan u dun like already ah wat u still eating
1824,0,sent ur email id soon
1825,0,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem
1826,0,dude whats teresa hope okay didnt hear people called received package since dec ltgt thot yould like know fantastic year best reading plus really really bam first aid usmle work done
1827,0,hey gorgeous man work mobile number good one babe squishy mwahs
1828,0,may call later pls
